first_name,last_name,email,gender,ip_address,Credit_Card_Type,item_watched,item_bought,country,city,phone,facebook_username
Dex,Van Merwe,dvanmerwe1d@scribd.com,Male,62.156.227.68,switch,Automotive,Books,Japan,Kukichūō,451-199-6221,dvanmerwe1d
Nial,Westerman,nwesterman1e@4shared.com,Male,244.240.224.147,visa-electron,Kids,Outdoors,Canada,Fort Macleod,919-188-3845,nwesterman1e
Udale,Crumbie,ucrumbie1f@mlb.com,Male,181.125.127.148,americanexpress,Health,Computers,Peru,Ocoruro,400-282-7701,ucrumbie1f
Emma,Ingry,eingry1g@odnoklassniki.ru,Female,188.14.111.142,visa-electron,Books,Baby,Macedonia,Dobrošte,857-614-0278,eingry1g
Rodd,Chick,rchick1h@nyu.edu,Male,125.184.224.5,diners-club-enroute,Tools,Tools,Thailand,Phra Nakhon Si Ayutthaya,181-793-3723,rchick1h
Mara,Bozier,mbozier1i@hatena.ne.jp,Female,175.206.60.187,americanexpress,Shoes,Games,China,Beiping,978-804-8020,mbozier1i
Phebe,Broadley,pbroadley1j@msn.com,Female,195.104.201.224,visa,Clothing,Shoes,Brazil,Pedra Branca,501-791-1487,pbroadley1j
Joellen,Newman,jnewman1k@shinystat.com,Female,102.77.71.94,jcb,Electronics,Games,Mexico,Antonio Toledo Corro,267-401-9992,jnewman1k
Bradly,MacVaugh,bmacvaugh1l@bloomberg.com,Male,49.203.8.69,diners-club-carte-blanche,Baby,Jewelery,China,Dabagou,936-385-1261,bmacvaugh1l
Keene,Ruggles,kruggles1m@networkadvertising.org,Male,5.16.47.208,jcb,Home,Clothing,Russia,Pavlovka,200-284-7335,kruggles1m
Maure,Gutridge,mgutridge1n@springer.com,Female,128.32.38.5,mastercard,Industrial,Garden,Indonesia,Bojong,406-256-1684,mgutridge1n
Roxane,Calan,rcalan1o@typepad.com,Female,47.61.107.55,jcb,Outdoors,Grocery,Indonesia,Kowang Utara,763-891-4428,rcalan1o
Raynard,Harler,rharler1p@odnoklassniki.ru,Male,97.216.249.177,americanexpress,Movies,Outdoors,Indonesia,Kepahiang,369-678-3264,rharler1p
Michelina,Killen,mkillen1q@squidoo.com,Female,22.233.161.249,diners-club-carte-blanche,Home,Health,China,Jugezhuang,316-715-5587,mkillen1q
Jenica,Gowers,jgowers1r@paypal.com,Female,133.164.161.88,solo,Movies,Music,Palestinian Territory,Iktābah,612-186-3768,jgowers1r
Joby,Mawne,jmawne1s@reddit.com,Female,154.185.17.75,visa-electron,Home,Industrial,Ukraine,Pechenizhyn,787-817-8709,jmawne1s
Annetta,Brandassi,abrandassi1t@icq.com,Female,244.122.191.22,bankcard,Baby,Clothing,China,Baihe,939-739-9793,abrandassi1t
Audrie,Duguid,aduguid1u@parallels.com,Female,241.235.176.107,switch,Music,Computers,China,Qingquan,422-361-8727,aduguid1u
Karol,Dohr,kdohr1v@fastcompany.com,Female,150.215.230.102,jcb,Beauty,Outdoors,Germany,Augsburg,808-503-2453,kdohr1v
Sonny,Gammie,sgammie1w@bandcamp.com,Female,86.87.0.162,americanexpress,Outdoors,Books,Russia,Vyksa,138-958-1106,sgammie1w
Alika,Hazael,ahazael1x@home.pl,Female,119.208.188.87,diners-club-carte-blanche,Grocery,Games,Indonesia,Magetlegar,348-196-5517,ahazael1x
Marta,Free,mfree1y@bloglines.com,Female,49.44.70.33,jcb,Tools,Beauty,Indonesia,Kertorejo,617-474-9138,mfree1y
Frankie,Waterman,fwaterman1z@fda.gov,Male,116.237.65.188,jcb,Sports,Toys,Morocco,Tabouda,472-544-3250,fwaterman1z
Lindsay,Grishenkov,lgrishenkov20@theglobeandmail.com,Male,119.74.102.31,jcb,Outdoors,Games,Sweden,Lysekil,175-831-5727,lgrishenkov20
Guss,McQuin,gmcquin21@indiegogo.com,Male,109.190.244.183,jcb,Garden,Toys,Russia,Zapolyarnyy,533-393-7526,gmcquin21
Quint,Grishaev,qgrishaev22@eventbrite.com,Male,40.135.197.152,jcb,Music,Sports,Montenegro,Pljevlja,729-340-9346,qgrishaev22
Basil,Muselli,bmuselli23@go.com,Male,131.203.55.238,laser,Kids,Industrial,China,Hanting,909-666-8781,bmuselli23
Kristal,Duetsche,kduetsche24@shutterfly.com,Female,81.242.112.154,americanexpress,Automotive,Music,Russia,Pallasovka,341-212-6786,kduetsche24
Peyter,Bysshe,pbysshe25@mashable.com,Male,89.205.192.140,jcb,Outdoors,Computers,China,Bajiao,426-847-9072,pbysshe25
Bev,Ruselin,bruselin26@wired.com,Female,81.33.50.171,bankcard,Toys,Jewelery,France,Lille,872-302-3553,bruselin26
Massimiliano,Goffe,mgoffe27@scientificamerican.com,Male,226.234.136.95,solo,Kids,Games,Uganda,Kibingo,838-228-9030,mgoffe27
Erik,Travers,etravers28@ed.gov,Male,54.144.122.52,jcb,Computers,Garden,Indonesia,Puncakwangi,116-117-1230,etravers28
Aprilette,Ginn,aginn29@csmonitor.com,Female,174.191.163.81,instapayment,Computers,Outdoors,China,Fanrong,987-205-2621,aginn29
Chaddie,Scaysbrook,cscaysbrook2a@digg.com,Male,227.50.247.210,visa-electron,Computers,Automotive,Indonesia,Kendalrejo,493-390-8745,cscaysbrook2a
Gustaf,Summerfield,gsummerfield2b@delicious.com,Male,218.82.48.195,visa-electron,Kids,Sports,Indonesia,Montongtebolak,385-111-0706,gsummerfield2b
Annamaria,Mingardo,amingardo2c@huffingtonpost.com,Female,61.119.213.73,jcb,Computers,Toys,Venezuela,Masparrito,502-402-7531,amingardo2c
Edie,Craighall,ecraighall2d@php.net,Female,96.0.173.122,jcb,Industrial,Automotive,China,Ziketan,398-913-2908,ecraighall2d
Keenan,Been,kbeen2e@photobucket.com,Male,255.244.175.171,jcb,Health,Toys,Czech Republic,Žulová,508-806-8932,kbeen2e
Isabelita,Corby,icorby2f@cnet.com,Female,3.36.179.147,jcb,Automotive,Movies,Portugal,Vila Pouca da Beira,327-857-2071,icorby2f
Bogey,Oosthout de Vree,boosthoutdevree2g@intel.com,Male,204.19.122.81,americanexpress,Games,Baby,Brazil,São Sebastião do Paraíso,877-505-1164,boosthoutdevree2g
Noemi,Takkos,ntakkos2h@i2i.jp,Female,68.17.200.160,visa-electron,Garden,Grocery,Ireland,Youghal,944-556-7124,ntakkos2h
Pearle,Ruppelin,pruppelin2i@hc360.com,Female,111.96.160.11,americanexpress,Tools,Kids,Kenya,Kitui,733-375-4601,pruppelin2i
Clemence,Legrave,clegrave2j@independent.co.uk,Female,175.89.205.34,visa-electron,Home,Clothing,Malaysia,Shah Alam,578-903-2097,clegrave2j
Blanch,Pettegre,bpettegre2k@github.com,Female,84.43.235.3,diners-club-enroute,Books,Clothing,Indonesia,Abang,406-879-1306,bpettegre2k
Leda,Camamill,lcamamill2l@phpbb.com,Female,129.126.190.134,mastercard,Electronics,Electronics,Japan,Yūki,865-787-4894,lcamamill2l
Vania,Bullen,vbullen2m@cnn.com,Female,190.93.50.11,maestro,Shoes,Baby,Indonesia,Lewolen,852-956-4943,vbullen2m
Nolie,Ferie,nferie2n@google.co.jp,Female,146.134.184.157,diners-club-enroute,Books,Books,Serbia,Vranje,725-458-9825,nferie2n
Sal,Petrelli,spetrelli2o@de.vu,Female,150.26.95.33,jcb,Sports,Beauty,Poland,Hyżne,647-937-4247,spetrelli2o
Trish,Dunmore,tdunmore2p@linkedin.com,Female,233.105.100.108,jcb,Home,Books,Brazil,Armação,292-566-7697,tdunmore2p
Jerrold,Demelt,jdemelt2q@i2i.jp,Male,125.109.179.17,switch,Garden,Outdoors,China,Dongfeng,613-131-1175,jdemelt2q
Felix,Serman,fserman2r@netscape.com,Male,4.95.190.127,jcb,Jewelery,Industrial,Indonesia,Bangker,301-807-7215,fserman2r
Gerti,Fassam,gfassam2s@ustream.tv,Female,8.233.98.14,instapayment,Industrial,Home,Indonesia,Parapat,296-201-9567,gfassam2s
Flora,De Ruel,fderuel2t@webmd.com,Female,93.255.254.123,switch,Clothing,Electronics,Tanzania,Kilimatinde,829-655-5604,fderuel2t
Willette,Downing,wdowning2u@wordpress.org,Female,177.87.99.183,americanexpress,Home,Health,Greece,Petroúpolis,928-795-4553,wdowning2u
Bertha,Cockill,bcockill2v@blogtalkradio.com,Female,248.60.176.128,americanexpress,Movies,Sports,Argentina,San Francisco,522-595-6776,bcockill2v
Hortensia,Piggins,hpiggins2w@prlog.org,Female,136.22.145.71,instapayment,Garden,Home,Japan,Toki,134-245-0085,hpiggins2w
Zoe,Wardrop,zwardrop2x@addthis.com,Female,160.207.169.203,china-unionpay,Automotive,Shoes,China,Chengtang,158-290-1752,zwardrop2x
Karlens,Snepp,ksnepp2y@wisc.edu,Male,87.74.23.210,americanexpress,Home,Garden,Portugal,Arrifes,390-434-9896,ksnepp2y
Walt,Baynon,wbaynon2z@jugem.jp,Male,227.200.97.10,maestro,Books,Baby,Turkmenistan,Mary,737-573-9083,wbaynon2z
Brant,Leefe,bleefe30@liveinternet.ru,Male,120.172.164.195,china-unionpay,Music,Games,Poland,Skórcz,985-793-1943,bleefe30
Ansley,McCreary,amccreary31@google.com.br,Female,48.38.97.84,maestro,Jewelery,Beauty,Indonesia,Marisgama,934-867-3183,amccreary31
Lottie,Cheston,lcheston32@altervista.org,Female,162.36.67.88,solo,Movies,Baby,Japan,Naha-shi,524-524-1597,lcheston32
Harvey,Whittock,hwhittock33@cyberchimps.com,Male,208.34.207.226,americanexpress,Industrial,Toys,Japan,Hita,419-229-3497,hwhittock33
Kariotta,Blunt,kblunt34@etsy.com,Female,80.28.106.131,switch,Electronics,Music,China,Dengzishan,570-773-5646,kblunt34
Rici,Liddyard,rliddyard35@google.es,Female,222.218.34.253,jcb,Beauty,Baby,Indonesia,Gereneng,705-161-5297,rliddyard35
Kym,Riggey,kriggey36@theguardian.com,Female,67.88.75.189,jcb,Jewelery,Tools,Ivory Coast,Anyama,473-434-7216,kriggey36
Carey,Hinz,chinz37@163.com,Female,5.67.138.154,visa-electron,Sports,Automotive,China,Tuzhai,739-778-3281,chinz37
Percy,Bauduccio,pbauduccio38@unblog.fr,Male,196.181.138.46,jcb,Electronics,Baby,Germany,Berlin,423-471-6388,pbauduccio38
Torrin,Ternent,tternent39@usatoday.com,Male,157.56.64.136,mastercard,Games,Jewelery,Canada,New Glasgow,254-294-9702,tternent39
Edith,Tipens,etipens3a@myspace.com,Female,152.190.251.156,laser,Music,Grocery,Armenia,Gandzak,861-535-5629,etipens3a
Hermann,Gladding,hgladding3b@biblegateway.com,Male,23.15.49.102,jcb,Outdoors,Industrial,Philippines,Bato,271-925-9029,hgladding3b
Edythe,McRobbie,emcrobbie3c@google.de,Female,46.23.150.145,jcb,Garden,Computers,Poland,Włosienica,841-497-5994,emcrobbie3c
Orren,Giraudou,ogiraudou3d@technorati.com,Male,171.169.79.183,bankcard,Health,Baby,Colombia,Bagadó,296-728-9516,ogiraudou3d
Farris,Ravilious,fravilious3e@weather.com,Male,228.244.84.202,jcb,Toys,Tools,Poland,Chociwel,454-577-3719,fravilious3e
Gerhard,Pontain,gpontain3f@sfgate.com,Male,114.241.196.106,jcb,Garden,Tools,Japan,Ōfunato,958-438-0434,gpontain3f
Addy,Petrak,apetrak3g@cloudflare.com,Female,197.111.107.192,mastercard,Games,Games,France,Chantilly,433-415-7745,apetrak3g
Dulce,Rings,drings3h@privacy.gov.au,Female,200.243.49.108,americanexpress,Kids,Electronics,Sweden,Vårby,543-343-3254,drings3h
Maurine,Hasell,mhasell3i@ihg.com,Female,231.111.199.92,visa,Toys,Beauty,Benin,Aplahoué,816-309-0048,mhasell3i
Thomas,Scorah,tscorah3j@mozilla.com,Male,99.72.132.111,jcb,Industrial,Shoes,Russia,Kedrovoye,886-350-8589,tscorah3j
Gilli,Philpott,gphilpott3k@1und1.de,Female,136.38.119.190,switch,Shoes,Books,Finland,Kuivaniemi,483-348-3152,gphilpott3k
Giles,Garahan,ggarahan3l@seesaa.net,Male,154.136.169.18,mastercard,Jewelery,Tools,China,Domartang,527-492-1654,ggarahan3l
Sammy,Ballintyne,sballintyne3m@nih.gov,Female,102.7.99.24,diners-club-carte-blanche,Clothing,Garden,United States,Canton,330-725-1314,sballintyne3m
Nadya,Sheekey,nsheekey3n@reference.com,Female,229.25.22.139,diners-club-enroute,Grocery,Jewelery,Indonesia,Cimaragas,347-308-9317,nsheekey3n
Lottie,Beinisch,lbeinisch3o@a8.net,Female,129.90.108.58,diners-club-carte-blanche,Movies,Toys,Poland,Żyrardów,430-226-7590,lbeinisch3o
Elvina,Jeckell,ejeckell3p@ustream.tv,Female,208.78.26.140,jcb,Sports,Clothing,Brazil,Guará,558-156-7089,ejeckell3p
Ainslie,Braybrooks,abraybrooks3q@usnews.com,Female,32.48.209.5,mastercard,Garden,Automotive,France,Tournon-sur-Rhône,851-291-2081,abraybrooks3q
Nada,Koppes,nkoppes3r@vkontakte.ru,Female,92.81.252.206,diners-club-enroute,Tools,Music,China,Keyi,584-125-7128,nkoppes3r
Griffie,Olley,golley3s@sciencedirect.com,Male,220.211.14.161,mastercard,Jewelery,Sports,France,Amiens,719-236-5641,golley3s
Nelli,Duck,nduck3t@dailymotion.com,Female,201.135.233.82,switch,Tools,Toys,Portugal,Sobreda,357-307-2255,nduck3t
Selby,Shreve,sshreve3u@time.com,Male,186.193.187.186,bankcard,Electronics,Movies,United States,San Antonio,210-978-8516,sshreve3u
Wade,Vasilik,wvasilik3v@samsung.com,Male,188.22.182.61,jcb,Books,Jewelery,Ivory Coast,Zuénoula,654-976-3439,wvasilik3v
Wainwright,Barrott,wbarrott3w@tripadvisor.com,Male,11.209.135.139,bankcard,Games,Health,Philippines,Carmen,777-169-4373,wbarrott3w
Paxon,Tarren,ptarren3x@meetup.com,Male,140.94.128.154,jcb,Games,Jewelery,Indonesia,Klakeh,281-930-6342,ptarren3x
Anneliese,Kitchenman,akitchenman3y@ucla.edu,Female,33.3.117.68,visa-electron,Kids,Automotive,Sierra Leone,Bumbuna,365-383-6693,akitchenman3y
Agnola,Trewhela,atrewhela3z@howstuffworks.com,Female,99.42.146.146,jcb,Garden,Sports,Philippines,Bonga,679-907-1120,atrewhela3z
Roxanna,Martinson,rmartinson40@soundcloud.com,Female,144.41.17.29,jcb,Books,Sports,Russia,Lesnyye Polyany,445-544-9178,rmartinson40
Peyter,Cancellor,pcancellor41@ycombinator.com,Male,114.139.49.206,instapayment,Baby,Baby,United States,Staten Island,718-482-8465,pcancellor41
Shae,Lorens,slorens42@wikia.com,Female,145.67.208.99,china-unionpay,Baby,Electronics,Poland,Trzcińsko Zdrój,990-417-0517,slorens42
Jamaal,Antonutti,jantonutti43@wikispaces.com,Male,12.14.131.54,jcb,Beauty,Sports,United States,Richmond,510-237-3807,jantonutti43
Pooh,Allchin,pallchin44@independent.co.uk,Male,129.230.72.77,jcb,Books,Sports,Syria,Al Ḩarāk,305-630-1660,pallchin44
Erick,Schulken,eschulken45@theguardian.com,Male,202.47.223.105,jcb,Games,Music,Morocco,Casablanca,926-125-4660,eschulken45
Yvette,Vizor,yvizor46@bloglovin.com,Female,9.237.215.75,china-unionpay,Garden,Home,China,Maguan,374-288-2989,yvizor46
Gibby,Benyan,gbenyan47@virginia.edu,Male,99.42.253.37,visa-electron,Garden,Movies,Mauritius,Notre Dame,903-772-9201,gbenyan47
Boyce,Pryn,bpryn48@zimbio.com,Male,233.230.126.183,jcb,Electronics,Beauty,China,Bantian,763-306-7872,bpryn48
Ginelle,Glencros,gglencros49@disqus.com,Female,35.59.194.216,jcb,Industrial,Books,Russia,Yemva,709-945-6217,gglencros49
Wallace,Seint,wseint4a@jigsy.com,Male,169.199.161.64,americanexpress,Clothing,Baby,Myanmar,Kyaikkami,586-171-1248,wseint4a
Lyndsay,Allmen,lallmen4b@biglobe.ne.jp,Female,194.247.34.158,diners-club-carte-blanche,Music,Garden,China,Longshan,450-103-3054,lallmen4b
Anissa,Tuting,atuting4c@huffingtonpost.com,Female,38.235.189.127,jcb,Games,Kids,China,Zhengyangshan,771-219-3081,atuting4c
Marsha,Tibols,mtibols4d@ucsd.edu,Female,131.133.169.170,visa-electron,Books,Outdoors,Brazil,Campo Maior,751-721-0716,mtibols4d
Lindy,Athelstan,lathelstan4e@twitpic.com,Female,184.180.21.8,jcb,Beauty,Grocery,Greece,Methóni,671-772-0723,lathelstan4e
Bobbe,Asher,basher4f@howstuffworks.com,Female,88.204.19.243,jcb,Clothing,Music,Philippines,Malabago,585-420-8572,basher4f
Bobina,Krol,bkrol4g@netlog.com,Female,114.74.84.222,jcb,Shoes,Tools,France,Argenteuil,551-361-8861,bkrol4g
Marmaduke,Passingham,mpassingham4h@smugmug.com,Male,56.166.110.210,diners-club-enroute,Beauty,Home,Russia,Gostagayevskaya,524-846-9027,mpassingham4h
Brent,Klimecki,bklimecki4i@sina.com.cn,Male,170.158.92.49,jcb,Tools,Movies,Mongolia,Sharga,922-819-9923,bklimecki4i
Harriott,Mattheis,hmattheis4j@vimeo.com,Female,209.121.194.157,mastercard,Electronics,Garden,Indonesia,Kulutan,841-763-1127,hmattheis4j
Myrah,Ewbanche,mewbanche4k@time.com,Female,159.14.202.76,jcb,Beauty,Health,Gabon,Lékoni,127-758-6033,mewbanche4k
Georgia,Krysztofowicz,gkrysztofowicz4l@4shared.com,Female,245.212.236.212,mastercard,Garden,Health,China,Hewan,485-184-7978,gkrysztofowicz4l
Anita,Hutcheons,ahutcheons4m@mashable.com,Female,163.143.220.208,jcb,Books,Computers,China,Rinbung,826-632-6379,ahutcheons4m
Rochell,Denecamp,rdenecamp4n@istockphoto.com,Female,124.174.95.200,americanexpress,Shoes,Kids,Peru,Motupe,826-334-3090,rdenecamp4n
Felizio,Weatherburn,fweatherburn4o@latimes.com,Male,77.136.242.57,visa-electron,Toys,Tools,Brazil,Jaboatão dos Guararapes,635-441-9015,fweatherburn4o
Dexter,Vinten,dvinten4p@de.vu,Male,154.24.151.163,diners-club-carte-blanche,Toys,Clothing,Bangladesh,Gafargaon,602-711-6342,dvinten4p
Gaynor,McCarrick,gmccarrick4q@redcross.org,Female,46.107.110.53,jcb,Electronics,Baby,Poland,Kowala,990-152-6781,gmccarrick4q
Rodger,Trusty,rtrusty4r@theglobeandmail.com,Male,181.117.202.142,jcb,Music,Baby,Mongolia,Delgerhaan,739-213-1566,rtrusty4r
Patric,Yashaev,pyashaev4s@java.com,Male,224.174.175.7,jcb,Jewelery,Music,Sweden,Boden,853-854-4487,pyashaev4s
Artie,Saunier,asaunier4t@google.co.jp,Male,31.250.210.157,jcb,Garden,Baby,China,Chezhan,567-743-4865,asaunier4t
Rube,Purcell,rpurcell4u@chronoengine.com,Male,121.34.215.170,diners-club-carte-blanche,Garden,Automotive,Indonesia,Kalapanunggal,419-905-3392,rpurcell4u
Cyndia,Adamski,cadamski4v@blogspot.com,Female,164.9.168.133,jcb,Industrial,Baby,Mexico,Independencia,663-838-7386,cadamski4v
Ninnetta,Maylin,nmaylin4w@vkontakte.ru,Female,89.114.71.142,switch,Games,Computers,Ukraine,Uzhhorod,840-159-0978,nmaylin4w
Juliet,Keller,jkeller4x@multiply.com,Female,159.32.133.220,laser,Shoes,Games,Russia,Zykovo,974-931-9350,jkeller4x
Cindy,Szach,cszach4y@elpais.com,Female,71.190.112.149,mastercard,Shoes,Automotive,Honduras,Concepción de la Barranca,241-824-4266,cszach4y
Annabela,Patel,apatel4z@comcast.net,Female,198.168.95.51,china-unionpay,Automotive,Jewelery,Russia,Charyshskoye,837-740-4707,apatel4z
Gillian,Probate,gprobate50@bloomberg.com,Female,45.212.53.247,maestro,Clothing,Outdoors,Cuba,Aguada de Pasajeros,665-429-4576,gprobate50
Willy,Rendell,wrendell51@java.com,Male,251.215.58.237,diners-club-enroute,Sports,Toys,Russia,Ostankinskiy,728-401-6913,wrendell51
Kilian,Avrahamoff,kavrahamoff52@nydailynews.com,Male,59.215.24.95,laser,Health,Beauty,Latvia,Riebiņi,209-806-4115,kavrahamoff52
Dermot,Baish,dbaish53@techcrunch.com,Male,248.9.214.13,diners-club-carte-blanche,Kids,Clothing,Vietnam,Văn Giang,612-355-7060,dbaish53
Nettle,Henner,nhenner54@g.co,Female,202.83.22.19,china-unionpay,Computers,Industrial,Portugal,Bobadela,446-618-6887,nhenner54
Herbert,Tuberfield,htuberfield55@nydailynews.com,Male,204.142.20.123,diners-club-carte-blanche,Garden,Grocery,China,Xingyuan,551-323-2208,htuberfield55
Rodney,Fussell,rfussell56@hhs.gov,Male,108.30.94.227,jcb,Clothing,Books,China,Wanquan,585-130-1821,rfussell56
